Emotions,Path
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_A_tarde.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_abandono.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_abuso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_aguijon.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_amenazador.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_arana.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_atasco.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_crisis.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_cucaracha.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_delincuencia.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_estafa.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_furia.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_humillacion.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_injusticia.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_insultado.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_irrespetuoso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_monstruo.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_monstruoso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_mutilado.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_nausea.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_odioso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_punalada.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_repulsivo.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_robo.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_C_B_suspenso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_abajo.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_adios.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_antes.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_arriba.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_ayer.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_basta_ya.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_delante.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_dentro.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_derecha.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_detras.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_de_nada.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_fuera.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_gracias.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_hola.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_hoy.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_izquierda.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_lento.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_no.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_nunca.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_por_favor.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_pronto.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_rapido.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_si.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_A_tarde.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_abandono.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_abuso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_amenazador.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_arana.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_atasco.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_chistoso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_conflicto.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_creido.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_cucaracha.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_delincuencia.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_enganado.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_horroroso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_injusticia.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_insultado.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_jeringuilla.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_abandono.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_abuso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_amenazador.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_arana.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_atasco.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_chistoso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_conflicto.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_creido.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_cucaracha.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_delincuencia.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_enganado.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_horroroso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_injusticia.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_insultado.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_jeringuilla.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_monstruo.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_monstruoso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_nausea.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_oloroso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_oruga.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_punalada.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_relajacion.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_robo.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L1_torturado.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_abandono.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_abuso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_amenazador.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_arana.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_atasco.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_chistoso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_conflicto.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_creido.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_cucaracha.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_delincuencia.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_enganado.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_horroroso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_injusticia.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_insultado.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_jeringuilla.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_monstruo.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_monstruoso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_nausea.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_oloroso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_oruga.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_punalada.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_relajacion.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_robo.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_L2_torturado.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_monstruo.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_monstruoso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_nausea.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_oloroso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_oruga.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_punalada.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_relajacion.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_robo.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_F_B_torturado.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_abajo.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_adios.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_antes.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_arriba.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_ayer.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_basta_ya.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_delante.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_dentro.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_derecha.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_detras.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_de_nada.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_fuera.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_gracias.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_hola.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_hoy.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_izquierda.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_lento.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_no.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_nunca.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_por_favor.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_pronto.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_rapido.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_si.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_A_tarde.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_abandono.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_aguijon.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_amenazado.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_arana.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_caprichoso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_celda.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_cucaracha.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_delincuencia.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_desorden.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_encadenado.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_eructo.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_estafa.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_furia.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_metralleta.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_monstruo.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_monstruoso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_mutilado.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_nausea.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_odioso.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_operacion.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_punalada.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_sangre.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_terrorismo.wav
Disgust,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Disgust_M_B_torturado.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_abajo.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_adios.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_antes.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_arriba.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_ayer.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_basta_ya.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_delante.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_dentro.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_derecha.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_detras.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_de_nada.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_fuera.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_gracias.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_hola.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_hoy.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_izquierda.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_lento.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_no.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_nunca.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_por_favor.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_pronto.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_rapido.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_si.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_A_tarde.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_abandono.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_abuso.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_aguijon.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_alarma.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_alterado.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_amenazado.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_amenazador.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_arana.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_catastrofe.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_ceguera.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_cirugia.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_condena.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_conflicto.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_cucaracha.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_danino.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_delincuencia.wav
Fear,C:\Users\HP\Desktop\Speech_emotion\dataset\Mexican Emotional Speech Database (MESD)/Fear_C_B_desmayo.wav
